smiles,LogS,LogD,LogP,Pgp-inh,Pgp-sub,HIA,F(20%),F(30%),Caco-2,MDCK,BBB,PPB,VDss,Fu,CYP1A2-inh,CYP1A2-sub,CYP2C19-inh,CYP2C19-sub,CYP2C9-inh,CYP2C9-sub,CYP2D6-inh,CYP2D6-sub,CYP3A4-inh,CYP3A4-sub,CL,T12,hERG,H-HT,DILI,Ames,ROA,FDAMDD,SkinSen,Carcinogenicity,EC,EI,Respiratory,BCF,IGC50,LC50,LC50DM,NR-AR,NR-AR-LBD,NR-AhR,NR-Aromatase,NR-ER,NR-ER-LBD,NR-PPAR-gamma,SR-ARE,SR-ATAD5,SR-HSE,SR-MMP,SR-p53,MW,Vol,Dense,nHA,nHD,TPSA,nRot,nRing,MaxRing,nHet,fChar,nRig,Flex,nStereo,NonBiodegradable,NonGenotoxic_Carcinogenicity,SureChEMBL,LD50_oral,Skin_Sensitization,Acute_Aquatic_Toxicity,Toxicophores,Genotoxic_Carcinogenicity_Mutagenicity,QED,Synth,Fsp3,MCE-18,Natural Product-likeness,Alarm_NMR,BMS,Chelating,PAINS,Lipinski,Pfizer,GSK,GoldenTriangle
C#CCN1CNc2ccccc2C1=O,-2.588,1.436,1.44,0.0,0.001,0.014,0.884,0.594,-4.412,4.258720582583919e-05,0.973,87.1248550415039%,1.173,16.884302139282227%,0.633,0.196,0.379,0.256,0.061,0.476,0.018,0.354,0.053,0.025,3.236,0.436,0.027,0.966,0.862,0.047,0.742,0.02,0.804,0.607,0.009,0.576,0.947,0.479,2.138,3.407,4.354,0.009,0.003,0.573,0.004,0.276,0.005,0.003,0.548,0.013,0.017,0.021,0.007,186.08,196.664,0.946,3,1,32.34,1,2,10,3,0,13,0.077,0,0,0,1,0,5,0,1,1,0.667,2.706,0.182,21.538,-0.556,0,0,0,0,Accepted,Accepted,Accepted,Rejected
Cc1cc(Cc2cc(C(C)(C)C)c(O)c(C(C)(C)C)c2)cc(C)c1O,-5.474,4.234,6.181,0.142,0.006,0.925,0.999,0.998,-5.715,1.1098754839622416e-05,0.163,100.38622283935547%,3.212,1.0280271768569946%,0.145,0.953,0.64,0.772,0.508,0.808,0.759,0.905,0.414,0.913,6.653,0.374,0.007,0.14,0.046,0.01,0.161,0.933,0.938,0.023,0.015,0.938,0.511,2.987,5.359,6.429,6.516,0.003,0.006,0.004,0.321,0.67,0.036,0.946,0.574,0.001,0.635,0.975,0.244,340.24,391.013,0.87,2,2,40.46,4,2,6,2,0,12,0.333,0,1,0,1,0,0,0,1,0,0.714,2.418,0.478,20.0,0.074,1,0,0,0,Accepted,Rejected,Rejected,Accepted
COc1cc(N)c2nc(C)ccc2c1Oc1ccc(Cl)cc1,-5.626,3.599,4.217,0.028,0.192,0.007,0.002,0.003,-4.755,1.49940860865172e-05,0.17,98.5462646484375%,0.77,1.3888523578643799%,0.973,0.942,0.945,0.658,0.842,0.703,0.846,0.903,0.68,0.811,5.357,0.188,0.512,0.131,0.811,0.96,0.477,0.818,0.683,0.872,0.003,0.148,0.893,2.473,4.36,5.777,6.325,0.024,0.019,0.965,0.804,0.569,0.068,0.887,0.897,0.85,0.803,0.887,0.884,314.08,310.612,1.011,4,2,57.37,3,3,10,5,0,17,0.176,0,2,1,0,0,3,1,2,5,0.719,2.153,0.118,17.0,-0.532,6,0,0,0,Accepted,Rejected,Rejected,Accepted
OC1C(O)C(O)C(O)C(O)C1O,-0.353,-2.328,-3.057,0.0,0.323,0.974,0.972,0.999,-5.334,0.011874295771121979,0.693,12.301480293273926%,0.834,59.979862213134766%,0.175,0.027,0.012,0.057,0.002,0.173,0.005,0.146,0.004,0.008,1.72,0.652,0.191,0.027,0.017,0.038,0.001,0.002,0.02,0.003,0.003,0.815,0.02,-0.146,0.427,-0.783,0.342,0.074,0.002,0.005,0.003,0.373,0.201,0.003,0.015,0.008,0.006,0.002,0.003,180.06,156.517,1.15,6,6,121.38,0,1,6,6,0,6,0.0,0,0,0,0,0,0,1,0,0,0.227,1.714,1.0,18.0,0.677,0,0,0,0,Accepted,Accepted,Accepted,Rejected
COC(=O)C1=CCCN(C)C1,0.623,0.636,0.151,0.002,0.016,0.008,0.763,0.543,-4.445,3.867471605190076e-05,0.89,12.740469932556152%,1.642,93.09292602539062%,0.06,0.61,0.036,0.925,0.005,0.265,0.094,0.884,0.003,0.457,10.997,0.746,0.016,0.224,0.199,0.625,0.115,0.625,0.951,0.696,0.899,0.62,0.547,0.331,1.95,2.788,3.363,0.033,0.005,0.011,0.014,0.123,0.006,0.003,0.104,0.01,0.011,0.005,0.006,155.09,161.672,0.959,3,0,29.54,2,1,6,3,0,7,0.286,0,0,0,0,0,1,3,1,1,0.514,2.617,0.625,8.769,0.787,1,0,0,0,Accepted,Accepted,Accepted,Rejected
CN1CC=CC(C(=O)O)C1,-0.022,-0.154,-1.188,0.0,0.009,0.016,0.004,0.028,-5.534,0.0016856006113812327,0.98,9.857606887817383%,0.62,95.7722396850586%,0.021,0.167,0.024,0.264,0.017,0.511,0.012,0.509,0.008,0.055,8.768,0.768,0.01,0.04,0.038,0.033,0.227,0.008,0.376,0.164,0.3,0.705,0.316,0.281,2.732,3.59,3.323,0.016,0.003,0.007,0.002,0.095,0.006,0.005,0.03,0.004,0.009,0.008,0.006,141.08,144.376,0.977,3,1,40.54,1,1,6,3,0,7,0.143,1,0,0,0,0,0,0,0,0,0.53,3.688,0.571,15.273,0.901,0,0,0,0,Accepted,Accepted,Accepted,Rejected
COC(=O)C1=CCCNC1,0.869,0.151,-0.333,0.001,0.324,0.01,0.028,0.028,-4.418,2.9598753826576285e-05,0.313,15.928095817565918%,1.77,89.198974609375%,0.071,0.245,0.046,0.78,0.006,0.269,0.129,0.71,0.015,0.282,7.838,0.755,0.02,0.114,0.181,0.531,0.067,0.676,0.962,0.14,0.919,0.668,0.552,0.279,2.007,2.82,3.389,0.007,0.005,0.017,0.012,0.081,0.007,0.003,0.182,0.01,0.049,0.004,0.016,141.08,144.376,0.977,3,1,38.33,2,1,6,3,0,7,0.286,0,0,0,0,0,1,3,1,1,0.525,2.954,0.571,7.727,1.159,1,0,0,0,Accepted,Accepted,Accepted,Rejected
Oc1ccc(C=Cc2cc(O)cc(O)c2)cc1,-2.273,3.363,2.994,0.455,0.102,0.012,0.264,0.055,-4.916,1.4349192497320473e-05,0.032,97.26836395263672%,0.822,2.6202404499053955%,0.976,0.11,0.229,0.056,0.356,0.957,0.629,0.915,0.943,0.163,15.661,0.924,0.109,0.374,0.032,0.076,0.451,0.549,0.959,0.287,0.047,0.97,0.405,0.885,3.993,4.334,4.883,0.868,0.545,0.941,0.413,0.991,0.995,0.004,0.949,0.922,0.82,0.991,0.902,228.08,241.503,0.944,3,3,60.69,2,2,6,3,0,13,0.154,0,1,0,0,0,5,0,1,0,0.692,2.112,0.0,11.0,0.754,1,0,0,0,Accepted,Accepted,Accepted,Accepted
CN1CCCC1c1cccnc1,0.573,0.735,0.885,0.0,0.003,0.005,0.008,0.046,-4.299,1.4429941074922681e-05,0.968,19.562335968017578%,2.774,78.70769500732422%,0.109,0.894,0.101,0.951,0.013,0.507,0.182,0.901,0.174,0.738,15.401,0.672,0.049,0.221,0.04,0.013,0.865,0.778,0.918,0.235,0.014,0.056,0.962,0.774,2.486,3.024,3.482,0.008,0.002,0.01,0.009,0.138,0.016,0.002,0.034,0.004,0.379,0.014,0.023,162.12,178.488,0.908,2,0,16.13,1,2,6,2,0,11,0.091,1,1,0,0,0,0,1,0,0,0.626,2.5,0.5,31.8,-0.412,0,0,0,0,Accepted,Accepted,Accepted,Rejected
O=C(O)C1CC=NCC1,-1.024,1.078,0.214,0.003,0.003,0.089,0.005,0.874,-5.251,6.749006570316851e-05,0.693,21.319669723510742%,0.409,62.111427307128906%,0.014,0.096,0.03,0.065,0.01,0.698,0.012,0.399,0.008,0.026,6.938,0.777,0.01,0.109,0.03,0.016,0.094,0.102,0.32,0.324,0.923,0.988,0.403,0.269,2.58,2.95,3.688,0.354,0.015,0.011,0.005,0.206,0.091,0.036,0.058,0.013,0.014,0.007,0.007,127.06,127.08,1.0,3,1,49.66,1,1,6,3,0,7,0.143,1,0,0,0,0,0,0,0,0,0.559,3.811,0.667,14.0,0.63,0,0,0,0,Accepted,Accepted,Accepted,Rejected
CCOC(=O)C1=CCCN(C)C1,0.234,0.694,0.877,0.003,0.003,0.003,0.928,0.944,-4.433,4.099244324606843e-05,0.898,12.42409896850586%,1.824,89.62332916259766%,0.253,0.68,0.062,0.937,0.006,0.219,0.42,0.876,0.005,0.545,12.844,0.611,0.03,0.066,0.174,0.285,0.102,0.588,0.949,0.614,0.832,0.559,0.531,0.444,1.972,3.426,3.361,0.046,0.005,0.013,0.009,0.112,0.007,0.003,0.126,0.013,0.017,0.005,0.008,169.11,178.968,0.945,3,0,29.54,3,1,6,3,0,7,0.429,0,0,0,0,0,1,3,1,1,0.573,2.53,0.667,8.4,0.42,1,0,0,0,Accepted,Accepted,Accepted,Rejected
COc1cc2c3c(c4ccc(OC)c(OC)c4c2cc1OC)CN1CCCC1C3,-3.662,3.481,4.088,0.911,0.959,0.002,0.006,0.051,-5.032,2.842054163920693e-05,0.951,74.72227478027344%,1.316,11.799158096313477%,0.347,0.986,0.074,0.946,0.006,0.816,0.912,0.93,0.053,0.922,9.558,0.395,0.822,0.191,0.909,0.568,0.892,0.863,0.932,0.117,0.003,0.014,0.964,1.743,4.646,5.691,6.68,0.379,0.055,0.968,0.732,0.127,0.686,0.033,0.731,0.47,0.801,0.826,0.903,393.19,408.58,0.962,5,0,40.16,4,5,21,5,0,25,0.16,1,0,0,1,0,2,0,1,3,0.608,3.021,0.417,90.529,0.687,1,0,0,0,Accepted,Rejected,Rejected,Accepted
C[N+](C)(C)CCO,0.081,-1.545,-2.296,0.0,0.389,0.641,0.982,0.984,-5.641,0.00035255018156021833,0.255,13.776815414428711%,0.771,86.81834411621094%,0.007,0.704,0.013,0.048,0.001,0.168,0.0,0.879,0.003,0.039,5.15,0.935,0.014,0.028,0.003,0.003,0.078,0.357,0.081,0.015,0.744,0.934,0.728,-0.135,1.526,1.882,1.666,0.001,0.002,0.001,0.007,0.153,0.011,0.003,0.11,0.006,0.002,0.002,0.001,104.11,116.142,0.896,2,1,20.23,2,0,0,2,1,0,inf,0,0,0,0,0,1,1,0,0,0.476,3.004,1.0,0.0,1.444,0,0,0,0,Accepted,Accepted,Accepted,Rejected
CC(=O)CC(C)(C)O,0.678,-0.7,-0.149,0.001,0.006,0.01,0.006,0.004,-4.416,2.479046816006303e-05,0.797,21.34100914001465%,0.575,83.79305267333984%,0.027,0.353,0.037,0.819,0.015,0.829,0.009,0.622,0.006,0.188,8.106,0.748,0.021,0.139,0.204,0.006,0.008,0.03,0.241,0.069,0.97,0.988,0.005,0.119,0.966,1.084,0.587,0.004,0.003,0.017,0.005,0.246,0.005,0.002,0.016,0.004,0.004,0.006,0.002,116.08,127.276,0.912,2,1,37.3,2,0,0,2,0,1,2.0,0,1,0,0,0,1,2,1,0,0.577,2.594,0.833,0.0,1.182,0,0,0,0,Accepted,Accepted,Accepted,Rejected
COc1ccc(-c2cc(=O)c3c(OC)c(OC)c(OC)c(OC)c3o2)cc1OC,-4.243,2.798,2.888,0.999,0.0,0.013,0.001,0.006,-4.518,2.3837787011871114e-05,0.087,68.59285736083984%,0.93,30.20733642578125%,0.2,0.988,0.518,0.904,0.619,0.913,0.002,0.922,0.533,0.846,4.605,0.372,0.331,0.07,0.915,0.202,0.326,0.02,0.23,0.052,0.003,0.043,0.031,2.699,3.313,5.214,6.807,0.282,0.054,0.931,0.867,0.024,0.087,0.024,0.85,0.917,0.058,0.631,0.915,402.13,395.333,1.017,8,0,85.59,7,3,10,8,0,18,0.389,0,0,0,0,0,2,0,0,0,0.594,2.45,0.286,20.0,0.837,2,0,0,0,Accepted,Accepted,Rejected,Accepted
COc1ccc(C2OC(c3ccc(OC)c(OC)c3)C(C)C2C)cc1OC,-5.322,3.643,3.754,0.999,0.027,0.003,0.038,0.568,-4.841,4.763127435580827e-05,0.077,92.92963409423828%,1.177,1.844022274017334%,0.033,0.964,0.874,0.937,0.832,0.845,0.045,0.94,0.919,0.909,8.017,0.183,0.06,0.103,0.707,0.127,0.395,0.138,0.086,0.104,0.003,0.026,0.088,2.472,4.779,5.938,7.077,0.582,0.015,0.008,0.4,0.1,0.393,0.001,0.078,0.194,0.009,0.208,0.219,372.19,391.531,0.951,5,0,46.15,6,3,6,5,0,17,0.353,4,1,0,0,0,2,1,0,0,0.728,3.194,0.455,61.75,0.672,1,0,0,0,Accepted,Rejected,Accepted,Accepted
COc1ccc(C2OCC3C(c4ccc(OC)c(OC)c4)OCC23)cc1OC,-4.448,3.09,2.525,0.999,0.016,0.003,0.006,0.095,-4.929,8.580963185522705e-05,0.11,82.06765747070312%,1.217,5.457380771636963%,0.023,0.957,0.289,0.924,0.153,0.748,0.144,0.93,0.75,0.873,5.706,0.19,0.366,0.114,0.793,0.187,0.144,0.562,0.455,0.191,0.003,0.044,0.064,2.688,4.805,6.2,7.229,0.638,0.13,0.049,0.613,0.055,0.259,0.002,0.265,0.644,0.02,0.216,0.675,386.17,391.765,0.986,6,0,55.38,6,4,8,6,0,21,0.286,4,1,0,0,0,2,1,0,0,0.753,3.488,0.455,74.25,0.653,1,0,0,0,Accepted,Accepted,Accepted,Accepted
C[n+]1cccc(C(=O)[O-])c1,0.568,-2.155,-1.936,0.0,0.996,0.947,0.91,0.965,-5.222,3.299874879303388e-05,0.524,8.958045959472656%,0.688,95.79497528076172%,0.026,0.72,0.016,0.114,0.005,0.05,0.017,0.078,0.004,0.079,3.669,0.872,0.015,0.759,0.087,0.006,0.197,0.012,0.199,0.606,0.118,0.993,0.102,0.11,1.926,2.675,3.013,0.238,0.11,0.016,0.003,0.075,0.006,0.003,0.015,0.006,0.045,0.008,0.004,137.05,139.103,0.985,3,0,44.01,1,1,6,3,0,7,0.143,0,1,0,0,0,0,0,0,0,0.46,3.449,0.143,6.0,0.081,0,0,0,0,Accepted,Accepted,Accepted,Rejected
C1CCN2CC3CC(CN4CCCCC34)C2C1,-1.819,1.593,2.423,0.091,0.006,0.011,0.124,0.003,-4.704,8.74411216500448e-06,0.927,20.425004959106445%,4.22,70.779296875%,0.011,0.125,0.017,0.943,0.0,0.02,0.963,0.912,0.0,0.798,18.559,0.306,0.083,0.226,0.261,0.045,0.573,0.237,0.931,0.258,0.052,0.547,0.971,1.687,3.962,4.413,4.795,0.01,0.002,0.002,0.004,0.158,0.123,0.002,0.093,0.004,0.7,0.039,0.096,234.21,255.764,0.916,2,0,6.48,0,4,16,2,0,20,0.0,4,2,0,0,0,0,1,0,0,0.635,4.281,1.0,54.0,0.613,0,0,0,0,Accepted,Accepted,Accepted,Accepted
CN1CCC23c4cc5c(cc4C4OC(CCC12)C3O4)OCO5,-2.536,2.154,1.435,0.011,0.218,0.002,0.002,0.013,-4.832,1.9707627870957367e-05,0.994,33.72274398803711%,3.706,51.0910758972168%,0.063,0.846,0.054,0.954,0.011,0.182,0.842,0.913,0.425,0.772,14.45,0.145,0.435,0.235,0.045,0.455,0.605,0.897,0.731,0.871,0.003,0.008,0.947,2.164,3.099,4.674,5.352,0.006,0.119,0.89,0.021,0.077,0.027,0.001,0.072,0.201,0.03,0.088,0.937,301.13,289.498,1.04,5,0,40.16,0,6,19,5,0,26,0.0,5,1,0,0,0,2,0,1,0,0.732,5.535,0.647,141.429,2.254,0,0,0,0,Accepted,Accepted,Accepted,Accepted
COc1cc2c(=O)n3c4c(cccc4c2cc1OC)CC3,-5.193,3.16,3.092,0.48,0.534,0.003,0.265,0.178,-4.831,3.156159073114395e-05,0.944,89.79371643066406%,0.953,2.6578166484832764%,0.934,0.963,0.92,0.845,0.779,0.899,0.353,0.927,0.627,0.46,8.183,0.232,0.156,0.438,0.917,0.968,0.214,0.944,0.548,0.961,0.004,0.392,0.84,1.828,4.59,5.519,6.337,0.026,0.031,0.921,0.616,0.098,0.265,0.033,0.573,0.265,0.534,0.639,0.862,281.11,287.275,0.979,4,0,40.46,2,4,15,4,0,20,0.1,0,1,2,0,0,1,0,1,4,0.678,2.163,0.235,46.0,0.048,1,0,0,0,Accepted,Rejected,Accepted,Accepted
C=CC1CN2CCC1CC2C(O)c1ccnc2ccccc12,-2.651,2.443,2.594,0.924,0.015,0.019,0.291,0.005,-4.583,1.905656245071441e-05,0.842,74.35902404785156%,3.703,33.542518615722656%,0.112,0.886,0.125,0.894,0.035,0.212,0.963,0.928,0.245,0.694,2.561,0.201,0.279,0.848,0.038,0.11,0.488,0.548,0.041,0.246,0.003,0.016,0.964,0.833,3.57,3.953,5.453,0.017,0.003,0.254,0.012,0.113,0.332,0.002,0.129,0.008,0.637,0.304,0.071,294.17,317.919,0.925,3,1,36.36,3,4,10,3,0,21,0.143,5,1,0,0,0,0,0,2,0,0.883,4.484,0.421,70.37,0.878,0,0,0,0,Accepted,Accepted,Accepted,Accepted
C=CC1CN2CCC1CC2C(O)c1ccnc2ccccc12,-2.651,2.443,2.594,0.924,0.015,0.019,0.291,0.005,-4.583,1.905656245071441e-05,0.842,74.35902404785156%,3.703,33.542518615722656%,0.112,0.886,0.125,0.894,0.035,0.212,0.963,0.928,0.245,0.694,2.561,0.201,0.279,0.848,0.038,0.11,0.488,0.548,0.041,0.246,0.003,0.016,0.964,0.833,3.57,3.953,5.453,0.017,0.003,0.254,0.012,0.113,0.332,0.002,0.129,0.008,0.637,0.304,0.071,294.17,317.919,0.925,3,1,36.36,3,4,10,3,0,21,0.143,5,1,0,0,0,0,0,2,0,0.883,4.484,0.421,70.37,0.878,0,0,0,0,Accepted,Accepted,Accepted,Accepted
COc1c2c(cc3c1OCO3)C13C=CC(OC)CC1N(CC3)C2,-1.879,1.829,1.746,0.006,0.023,0.002,0.068,0.013,-4.636,2.5932968128472567e-05,0.996,59.722869873046875%,2.053,31.659954071044922%,0.354,0.902,0.172,0.897,0.022,0.601,0.889,0.86,0.889,0.835,12.95,0.331,0.038,0.116,0.033,0.116,0.235,0.896,0.059,0.875,0.003,0.01,0.898,2.808,2.626,3.593,4.688,0.005,0.079,0.923,0.046,0.125,0.027,0.004,0.332,0.014,0.249,0.247,0.84,315.15,312.714,1.008,5,0,40.16,2,5,14,5,0,23,0.087,4,1,0,0,0,1,0,1,0,0.783,4.99,0.556,92.857,2.548,0,0,0,0,Accepted,Accepted,Accepted,Accepted
COc1c2c(cc3c1OCO3)C13C=CC(O)CC1N(CC3)C2,-1.697,1.09,1.256,0.002,0.057,0.004,0.023,0.007,-4.711,2.1476407709997147e-05,0.996,36.025386810302734%,2.34,55.69792556762695%,0.44,0.771,0.245,0.872,0.017,0.705,0.893,0.832,0.771,0.766,10.36,0.437,0.033,0.065,0.03,0.06,0.283,0.894,0.072,0.895,0.003,0.009,0.89,2.05,2.498,3.463,4.308,0.008,0.073,0.909,0.025,0.129,0.01,0.007,0.191,0.008,0.143,0.184,0.675,301.13,295.418,1.019,5,1,51.16,1,5,14,5,0,23,0.043,4,0,0,0,0,1,0,1,0,0.798,4.966,0.529,94.0,2.566,0,0,0,0,Accepted,Accepted,Accepted,Accepted
COc1c2c(cc3c1OCO3)C13CCN(C2)C1CC(OC)C1OC13,-2.256,1.479,1.327,0.008,0.265,0.002,0.011,0.021,-4.793,2.5239487513317727e-05,0.994,40.2230339050293%,2.351,48.54408645629883%,0.052,0.797,0.028,0.892,0.007,0.474,0.626,0.812,0.686,0.781,16.662,0.188,0.169,0.362,0.04,0.183,0.532,0.894,0.123,0.868,0.003,0.011,0.931,2.883,2.677,3.86,5.218,0.011,0.092,0.895,0.28,0.081,0.526,0.003,0.087,0.082,0.072,0.117,0.901,331.14,315.584,1.049,6,0,52.69,2,6,14,6,0,25,0.08,6,2,1,2,0,3,2,3,5,0.765,5.24,0.667,113.667,2.636,0,0,0,0,Accepted,Accepted,Accepted,Accepted
COc1c2c(cc3c1OCO3)C13C=CC(OC)CC1N(C2)CC3O,-1.673,1.015,0.993,0.004,0.059,0.004,0.13,0.015,-4.728,1.9339135178597644e-05,0.988,34.73354721069336%,1.612,50.28273010253906%,0.069,0.782,0.044,0.883,0.008,0.558,0.564,0.708,0.809,0.857,10.353,0.298,0.033,0.056,0.03,0.283,0.408,0.883,0.04,0.887,0.003,0.011,0.922,1.931,2.738,3.643,4.694,0.005,0.073,0.887,0.01,0.102,0.011,0.007,0.146,0.012,0.106,0.229,0.667,331.14,321.504,1.03,6,1,60.39,2,5,14,6,0,23,0.087,5,1,0,0,0,1,0,1,0,0.822,5.339,0.556,96.429,2.684,0,0,0,0,Accepted,Accepted,Accepted,Accepted
COc1cc2c(c3c1c(=O)c1ccccc1n3C)C=CC(C)(C)O2,-4.707,3.514,3.962,0.866,0.003,0.036,0.01,0.19,-4.654,2.1712603484047577e-05,0.612,96.66524505615234%,0.543,1.7379190921783447%,0.95,0.936,0.94,0.792,0.879,0.931,0.871,0.868,0.853,0.486,3.26,0.16,0.052,0.861,0.496,0.908,0.692,0.894,0.431,0.959,0.004,0.743,0.93,2.699,4.322,5.272,5.968,0.021,0.041,0.962,0.787,0.156,0.588,0.851,0.677,0.043,0.359,0.832,0.898,321.14,336.526,0.954,4,0,40.46,1,4,18,4,0,22,0.045,0,1,1,1,0,1,0,2,3,0.639,2.666,0.25,49.92,1.665,2,0,0,0,Accepted,Rejected,Accepted,Accepted
COc1cc2c[n+](C)c3c4cc5c(cc4ccc3c2cc1OC)OCO5,-7.797,3.639,4.829,0.01,1.0,0.005,0.012,0.972,-5.019,8.18885673652403e-05,0.742,70.8153305053711%,1.066,3.1148717403411865%,0.869,0.949,0.377,0.888,0.024,0.86,0.907,0.938,0.341,0.239,12.912,0.213,0.067,0.165,0.942,0.884,0.085,0.901,0.705,0.96,0.004,0.779,0.867,2.682,4.86,5.218,6.547,0.528,0.512,0.99,0.803,0.411,0.834,0.009,0.921,0.863,0.807,0.906,0.971,348.12,352.738,0.987,5,0,40.8,2,5,21,5,1,25,0.08,0,1,1,0,0,1,0,2,4,0.409,2.664,0.19,54.08,0.866,1,0,0,0,Accepted,Rejected,Rejected,Accepted
COc1c2c(cc3c1OCO3)C13CCN(C2)C1CC(O)C1OC13,-1.999,1.1,0.914,0.002,0.44,0.003,0.008,0.004,-5.022,1.539269032946322e-05,0.99,26.807960510253906%,2.616,68.86498260498047%,0.069,0.602,0.027,0.862,0.005,0.557,0.617,0.762,0.438,0.678,16.1,0.254,0.079,0.308,0.036,0.274,0.45,0.889,0.103,0.9,0.003,0.01,0.911,1.787,2.316,3.25,4.556,0.014,0.115,0.867,0.049,0.092,0.194,0.005,0.057,0.028,0.099,0.06,0.851,317.13,298.288,1.063,6,1,63.69,1,6,14,6,0,25,0.04,6,2,1,2,0,3,2,2,5,0.773,5.24,0.647,115.143,2.679,0,0,0,0,Accepted,Accepted,Accepted,Accepted
COc1c2c(cc3c1C(O)N1CCC34C3OC3C(OC)CC14)OCO2,-1.852,1.057,0.707,0.002,0.701,0.004,0.007,0.063,-4.826,3.1066367228049785e-05,0.911,24.64461898803711%,2.518,66.0500259399414%,0.049,0.808,0.023,0.887,0.007,0.497,0.036,0.608,0.363,0.864,9.383,0.193,0.066,0.33,0.035,0.353,0.541,0.941,0.171,0.806,0.003,0.007,0.933,1.276,1.969,3.359,4.587,0.008,0.038,0.886,0.014,0.083,0.353,0.004,0.119,0.006,0.012,0.155,0.907,347.14,324.374,1.07,7,1,72.92,2,6,14,7,0,25,0.08,7,2,1,2,0,3,2,3,5,0.798,5.583,0.667,117.333,2.77,0,0,0,0,Accepted,Accepted,Accepted,Accepted
CC=C1CN2C3CC1C(CO)(C(=O)OC)C2Cc1c3[nH]c2ccccc12,-2.366,3.154,2.695,0.01,0.178,0.017,0.005,0.2,-4.614,1.7827738702180795e-05,0.956,85.91214752197266%,1.406,14.412508964538574%,0.672,0.61,0.293,0.793,0.117,0.78,0.429,0.861,0.782,0.893,10.886,0.144,0.003,0.109,0.44,0.019,0.967,0.928,0.04,0.967,0.003,0.012,0.985,0.383,2.407,4.397,5.375,0.003,0.002,0.941,0.008,0.107,0.204,0.005,0.285,0.007,0.024,0.421,0.583,352.18,361.535,0.974,5,2,65.56,3,5,0,5,0,24,0.125,5,0,0,0,0,0,0,2,0,0.644,5.357,0.476,96.645,2.102,0,0,0,0,Accepted,Accepted,Accepted,Accepted
COC(=O)C1C2=Nc3ccccc3C23CCN2CC(C(C)O)C1CC23,-2.723,1.532,1.716,0.022,0.242,0.013,0.041,0.054,-4.776,2.1349498638301156e-05,0.986,44.837890625%,3.179,63.699867248535156%,0.036,0.279,0.024,0.964,0.01,0.224,0.192,0.875,0.07,0.864,8.397,0.171,0.138,0.398,0.186,0.038,0.824,0.888,0.037,0.339,0.003,0.012,0.951,0.505,3.022,3.461,4.233,0.006,0.005,0.83,0.019,0.079,0.3,0.003,0.033,0.105,0.597,0.367,0.329,340.18,346.876,0.981,5,1,62.13,3,5,16,5,0,23,0.13,6,0,0,0,0,0,0,1,0,0.836,5.7,0.6,127.75,1.629,0,0,0,0,Accepted,Accepted,Accepted,Accepted
CCC1(O)C(=O)OCc2c1cc1n(c2=O)Cc2cc3ccccc3nc2-1,-4.431,1.727,2.052,0.013,0.005,0.004,0.002,0.003,-4.93,2.6543419153313152e-05,0.529,90.80927276611328%,0.525,3.310044050216675%,0.928,0.767,0.629,0.346,0.554,0.429,0.054,0.458,0.298,0.419,6.862,0.332,0.162,0.753,0.414,0.744,0.876,0.908,0.04,0.562,0.003,0.014,0.036,1.379,4.15,6.075,5.553,0.027,0.626,0.625,0.905,0.489,0.256,0.808,0.86,0.6,0.715,0.851,0.97,348.11,345.12,1.009,6,1,81.42,1,5,21,6,0,27,0.037,1,1,1,0,0,2,1,1,3,0.533,3.176,0.25,90.72,1.015,1,0,0,0,Accepted,Accepted,Accepted,Accepted
CC=C1C[N+]2(C)CCC34c5ccccc5NC32C(O)CC1C4(CO)C(=O)OC,-1.499,1.946,0.639,0.0,0.962,0.979,0.976,0.995,-5.683,9.1719557531178e-06,0.09,35.5423698425293%,1.558,70.58128356933594%,0.007,0.133,0.02,0.877,0.006,0.144,0.037,0.306,0.072,0.934,12.759,0.914,0.004,0.095,0.012,0.099,0.905,0.972,0.022,0.83,0.003,0.014,0.572,0.119,1.308,2.587,3.297,0.002,0.002,0.026,0.009,0.18,0.012,0.004,0.433,0.011,0.001,0.131,0.011,385.21,391.576,0.984,6,3,78.79,3,5,0,6,1,24,0.125,6,0,0,0,0,3,1,1,1,0.407,6.497,0.591,148.971,2.723,0,0,0,0,Accepted,Accepted,Accepted,Accepted
COc1cc2c(c(OC)c1OC)-c1ccc(OC)c(=O)cc1C(NC(C)=O)CC2,-3.013,1.58,1.177,0.845,0.77,0.004,0.004,0.026,-4.68,1.8653283405001275e-05,0.744,61.998634338378906%,0.679,19.5338191986084%,0.063,0.958,0.182,0.882,0.04,0.567,0.08,0.508,0.314,0.909,1.958,0.31,0.049,0.532,0.227,0.18,0.048,0.514,0.05,0.038,0.003,0.009,0.035,1.244,2.891,5.028,6.645,0.331,0.055,0.691,0.581,0.344,0.136,0.291,0.724,0.914,0.131,0.464,0.892,399.17,406.045,0.983,7,1,83.09,6,3,16,7,0,20,0.3,1,0,0,0,0,2,0,0,0,0.833,2.924,0.364,64.0,0.755,0,0,0,0,Accepted,Accepted,Accepted,Accepted
